votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,combined_fips,state
1432,11273,12912,0.110904585,0.873063817,"9,841",76.22%,AL,Marion County,1093,Alabama
4913,29217,34965,0.140511941,0.835607036,"24,304",69.51%,AL,Marshall County,1095,Alabama
68429,91087,163387,0.41881545,0.557492334,"22,658",13.87%,AL,Mobile County,1097,Alabama
4310,5771,10185,0.42317133,0.566617575,"1,461",14.34%,AL,Monroe County,1099,Alabama
58669,33928,94572,0.620363321,0.358753119,"24,741",26.16%,AL,Montgomery County,1101,Alabama
11216,37392,49991,0.224360385,0.747974635,"26,176",52.36%,AL,Morgan County,1103,Alabama
3823,1403,5255,0.727497621,0.266983825,"2,420",46.05%,AL,Perry County,1105,Alabama
3972,5454,9494,0.418369497,0.574468085,"1,482",15.61%,AL,Pickens County,1107,Alabama
5039,7681,13025,0.386871401,0.589712092,"2,642",20.28%,AL,Pike County,1109,Alabama
2290,7697,10130,0.226061204,0.75982231,"5,407",53.38%,AL,Randolph County,1111,Alabama
9577,9210,19136,0.500470318,0.481291806,367,1.92%,AL,Russell County,1113,Alabama
22927,72846,99208,0.231100314,0.734275462,"49,919",50.32%,AL,Shelby County,1117,Alabama
5550,31579,37937,0.146295174,0.832406358,"26,029",68.61%,AL,St. Clair County,1115,Alabama
4739,1581,6391,0.741511501,0.247379127,"3,158",49.41%,AL,Sumter County,1119,Alabama
12108,20596,33218,0.364501174,0.620025287,"8,488",25.55%,AL,Talladega County,1121,Alabama
5271,12967,18504,0.284857328,0.700767402,"7,696",41.59%,AL,Tallapoosa County,1123,Alabama
31746,47701,81708,0.388529887,0.583798404,"15,955",19.53%,AL,Tuscaloosa County,1125,Alabama
4486,24208,29243,0.153404233,0.827822043,"19,722",67.44%,AL,Walker County,1127,Alabama
2366,6031,8492,0.278615167,0.710197833,"3,665",43.16%,AL,Washington County,1129,Alabama
4329,1737,6095,0.710254307,0.284987695,"2,592",42.53%,AL,Wilcox County,1131,Alabama
871,9225,10255,0.084934178,0.89956119,"8,354",81.46%,AL,Winston County,1133,Alabama
1939,3825,6167,0.314415437,0.620236744,"1,886",30.58%,AR,Arkansas County,5001,Arkansas
2408,5338,8027,0.299987542,0.665005606,"2,930",36.50%,AR,Ashley County,5003,Arkansas
4163,14655,19572,0.212701819,0.748773758,"10,492",53.61%,AR,Baxter County,5005,Arkansas
27894,60751,94262,0.295919883,0.644490887,"32,857",34.86%,AR,Benton County,5007,Arkansas
2925,12225,15912,0.183823529,0.768288084,"9,300",58.45%,AR,Boone County,5009,Arkansas
1317,2163,3617,0.364113907,0.5980094,846,23.39%,AR,Bradley County,5011,Arkansas
636,1554,2250,0.282666667,0.690666667,918,40.80%,AR,Calhoun County,5013,Arkansas
3334,6773,10656,0.312875375,0.635604354,"3,439",32.27%,AR,Carroll County,5015,Arkansas
2350,1716,4149,0.566401543,0.413593637,634,15.28%,AR,Chicot County,5017,Arkansas
3606,4398,8365,0.431081889,0.525762104,792,9.47%,AR,Clark County,5019,Arkansas
1999,3779,5978,0.334392774,0.632151221,"1,780",29.78%,AR,Clay County,5021,Arkansas
2101,9454,11968,0.175551471,0.78993984,"7,353",61.44%,AR,Cleburne County,5023,Arkansas
723,2460,3299,0.21915732,0.745680509,"1,737",52.65%,AR,Cleveland County,5025,Arkansas
3140,5456,8837,0.355324205,0.617404096,"2,316",26.21%,AR,Columbia County,5027,Arkansas
2655,4844,7837,0.338777593,0.618093658,"2,189",27.93%,AR,Conway County,5029,Arkansas
10474,22798,34968,0.299531,0.651967513,"12,324",35.24%,AR,Craighead County,5031,Arkansas
4476,16655,22155,0.202031144,0.751749041,"12,179",54.97%,AR,Crawford County,5033,Arkansas
8368,6953,15798,0.529687302,0.440119002,"1,415",8.96%,AR,Crittenden County,5035,Arkansas
1995,4577,6831,0.292050944,0.67003367,"2,582",37.80%,AR,Cross County,5037,Arkansas
1165,1507,2741,0.425027362,0.549799343,342,12.48%,AR,Dallas County,5039,Arkansas
2227,1915,4226,0.526975864,0.453147184,312,7.38%,AR,Desha County,5041,Arkansas
2364,3967,6552,0.360805861,0.60546398,"1,603",24.47%,AR,Drew County,5043,Arkansas
14525,29170,46364,0.313281857,0.629151928,"14,645",31.59%,AR,Faulkner County,5045,Arkansas
1376,5034,6698,0.205434458,0.751567632,"3,658",54.61%,AR,Franklin County,5047,Arkansas
1067,3470,4744,0.224915683,0.731450253,"2,403",50.65%,AR,Fulton County,5049,Arkansas
12283,26053,40337,0.304509507,0.645883432,"13,770",34.14%,AR,Garland County,5051,Arkansas
1407,5160,6855,0.205251641,0.75273523,"3,753",54.75%,AR,Grant County,5053,Arkansas
3056,10698,14422,0.211898488,0.741783386,"7,642",52.99%,AR,Greene County,5055,Arkansas
2371,4391,6984,0.339490263,0.628722795,"2,020",28.92%,AR,Hempstead County,5057,Arkansas
3137,8153,11815,0.265509945,0.690055015,"5,016",42.45%,AR,Hot Spring County,5059,Arkansas
1350,3155,4634,0.291324989,0.68083729,"1,805",38.95%,AR,Howard County,5061,Arkansas
2878,9925,13443,0.214089117,0.738302462,"7,047",52.42%,AR,Independence County,5063,Arkansas
1111,4042,5396,0.205893254,0.749073388,"2,931",54.32%,AR,Izard County,5065,Arkansas
1583,3262,5093,0.310818771,0.640486943,"1,679",32.97%,AR,Jackson County,5067,Arkansas
15721,9231,25683,0.612116965,0.359420628,"6,490",25.27%,AR,Jefferson County,5069,Arkansas
2421,6072,8997,0.269089697,0.674891631,"3,651",40.58%,AR,Johnson County,5071,Arkansas
1028,1750,2835,0.362610229,0.617283951,722,25.47%,AR,Lafayette County,5073,Arkansas
1263,4064,5629,0.224373779,0.721975484,"2,801",49.76%,AR,Lawrence County,5075,Arkansas
1735,1229,3004,0.577563249,0.409121172,506,16.84%,AR,Lee County,5077,Arkansas
1252,2455,3814,0.328264289,0.643681175,"1,203",31.54%,AR,Lincoln County,5079,Arkansas
1397,3604,5192,0.269067797,0.694144838,"2,207",42.51%,AR,Little River County,5081,Arkansas
1712,5737,7839,0.218395203,0.731853553,"4,025",51.35%,AR,Logan County,5083,Arkansas
5638,19902,26766,0.210640365,0.743555257,"14,264",53.29%,AR,Lonoke County,5085,Arkansas
1587,4917,6782,0.234001769,0.725007372,"3,330",49.10%,AR,Madison County,5087,Arkansas
1377,5077,6718,0.204971718,0.755730872,"3,700",55.08%,AR,Marion County,5089,Arkansas
4273,11293,16015,0.266812363,0.705151421,"7,020",43.83%,AR,Miller County,5091,Arkansas
5621,6988,12995,0.432550981,0.537745287,"1,367",10.52%,AR,Mississippi County,5093,Arkansas
1298,1400,2766,0.469269704,0.506146059,102,3.69%,AR,Monroe County,5095,Arkansas
735,2573,3445,0.213352685,0.746879536,"1,838",53.35%,AR,Montgomery County,5097,Arkansas
1156,2001,3233,0.357562635,0.618929787,845,26.14%,AR,Nevada County,5099,Arkansas
699,2875,3731,0.187349236,0.770570893,"2,176",58.32%,AR,Newton County,5101,Arkansas
4320,5347,9881,0.437202712,0.541139561,"1,027",10.39%,AR,Ouachita County,5103,Arkansas
1035,2979,4213,0.24566817,0.70709708,"1,944",46.14%,AR,Perry County,5105,Arkansas
4292,2443,6894,0.622570351,0.354366115,"1,849",26.82%,AR,Phillips County,5107,Arkansas
684,3150,3956,0.172901921,0.796258847,"2,466",62.34%,AR,Pike County,5109,Arkansas
1878,3149,5283,0.355479841,0.596062843,"1,271",24.06%,AR,Poinsett County,5111,Arkansas
1210,6606,8121,0.148996429,0.81344662,"5,396",66.45%,AR,Polk County,5113,Arkansas
4818,15694,21545,0.223624971,0.72842887,"10,876",50.48%,AR,Pope County,5115,Arkansas
812,2503,3404,0.238542891,0.735311398,"1,691",49.68%,AR,Prairie County,5117,Arkansas
89377,61182,157728,0.566652719,0.387895618,"28,195",17.88%,AR,Pulaski County,5119,Arkansas
1425,4508,6313,0.225724695,0.714082053,"3,083",48.84%,AR,Randolph County,5121,Arkansas
13247,35852,51971,0.254892151,0.68984626,"22,605",43.50%,AR,Saline County,5125,Arkansas
507,2378,3017,0.16804773,0.788200199,"1,871",62.02%,AR,Scott County,5127,Arkansas
601,2955,3698,0.162520281,0.799080584,"2,354",63.66%,AR,Searcy County,5129,Arkansas
12184,28769,43557,0.279725417,0.660490851,"16,585",38.08%,AR,Sebastian County,5131,Arkansas
1075,3281,4517,0.237989816,0.726367058,"2,206",48.84%,AR,Sevier County,5133,Arkansas
1472,5405,7190,0.20472879,0.751738526,"3,933",54.70%,AR,Sharp County,5135,Arkansas
4031,3195,7412,0.543847814,0.431057744,836,11.28%,AR,St. Francis County,5123,Arkansas
1189,4081,5527,0.215125746,0.738375249,"2,892",52.32%,AR,Stone County,5137,Arkansas
5667,10201,16338,0.346860081,0.624372628,"4,534",27.75%,AR,Union County,5139,Arkansas
1547,5382,7111,0.217550274,0.756855576,"3,835",53.93%,AR,Van Buren County,5141,Arkansas
32296,40418,78153,0.413240695,0.517165048,"8,122",10.39%,AR,Washington County,5143,Arkansas
5157,21038,27451,0.187862009,0.766383738,"15,881",57.85%,AR,White County,5145,Arkansas
1117,1344,2550,0.438039216,0.527058824,227,8.90%,AR,Woodruff County,5147,Arkansas
1472,4600,6389,0.230395993,0.719987478,"3,128",48.96%,AR,Yell County,5149,Arkansas
12196,5315,18659,0.653625596,0.284849134,"6,881",36.88%,AZ,Apache County,4001,Arizona
15291,25036,43147,0.354393121,0.580248916,"9,745",22.59%,AZ,Cochise County,4003,Arizona
25308,16573,44929,0.563288744,0.368870885,"8,735",19.44%,AZ,Coconino County,4005,Arizona
6746,13672,21398,0.315263109,0.638938219,"6,926",32.37%,AZ,Gila County,4007,Arizona
3301,8025,11939,0.276488818,0.672166848,"4,724",39.57%,AZ,Graham County,4009,Arizona
1092,1892,3243,0.336725254,0.583410422,800,24.67%,AZ,Greenlee County,4011,Arizona
1318,3381,4931,0.267288582,0.685662137,"2,063",41.84%,AZ,La Paz County,4012,Arizona
549040,590465,1201934,0.456797129,0.491262415,"41,425",3.45%,AZ,Maricopa County,4013,Arizona
16485,54656,74189,0.222202752,0.73671299,"38,171",51.45%,AZ,Mohave County,4015,Arizona
15362,18165,35409,0.433844503,0.513005168,"2,803",7.92%,AZ,Navajo County,4017,Arizona
195649,147019,360762,0.542321531,0.40752352,"48,630",13.48%,AZ,Pima County,4019,Arizona
35737,53857,93805,0.380971164,0.574137839,"18,120",19.32%,AZ,Pinal County,4021,Arizona
10684,3650,14926,0.715797936,0.244539729,"7,034",47.13%,AZ,Santa Cruz County,4023,Arizona
29705,58862,92780,0.320165984,0.634425523,"29,157",31.43%,AZ,Yavapai County,4025,Arizona
18336,20586,40759,0.449863834,0.505066366,"2,250",5.52%,AZ,Yuma County,4027,Arizona
486351,91189,613195,0.793142475,0.148711258,"395,162",64.44%,CA,Alameda County,6001,California
318,211,575,0.553043478,0.366956522,107,18.61%,CA,Alpine County,6003,California
5904,10239,17186,0.343535436,0.595775631,"4,335",25.22%,CA,Amador County,6005,California
38676,42193,87847,0.440265462,0.480300978,"3,517",4.00%,CA,Butte County,6007,California
7738,13072,22334,0.34646727,0.585295961,"5,334",23.88%,CA,Calaveras County,6009,California
2659,3551,6594,0.403245375,0.538519867,892,13.53%,CA,Colusa County,6011,California
286658,105819,415972,0.689128114,0.254389719,"180,839",43.47%,CA,Contra Costa County,6013,California
3485,5134,9361,0.372289285,0.548445679,"1,649",17.62%,CA,Del Norte County,6015,California
35243,47633,89228,0.394976913,0.533834671,"12,390",13.89%,CA,El Dorado County,6017,California
123660,113949,250264,0.494118211,0.455315187,"9,711",3.88%,CA,Fresno County,6019,California
3065,5788,9379,0.326793901,0.617123361,"2,723",29.03%,CA,Glenn County,6021,California
19596,10883,33636,0.582590082,0.323552147,"8,713",25.90%,CA,Humboldt County,6023,California
28467,11295,41751,0.68182798,0.270532442,"17,172",41.13%,CA,Imperial County,6025,California
3155,4248,7996,0.394572286,0.531265633,"1,093",13.67%,CA,Inyo County,6027,California
86481,119164,217725,0.397202894,0.547314273,"32,683",15.01%,CA,Kern County,6029,California
12902,17446,32250,0.400062016,0.54096124,"4,544",14.09%,CA,Kings County,6031,California
6240,5752,13045,0.478344193,0.440935224,488,3.74%,CA,Lake County,6033,California
2224,7574,10422,0.213394742,0.726731913,"5,350",51.33%,CA,Lassen County,6035,California
1893770,620285,2652072,0.714071865,0.233886938,"1,273,485",48.02%,CA,Los Angeles County,6037,California
13283,19221,34263,0.38767767,0.560984152,"5,938",17.33%,CA,Madera County,6039,California
86650,17531,109941,0.788150008,0.159458255,"69,119",62.87%,CA,Marin County,6041,California
3122,5185,8877,0.351695393,0.584093725,"2,063",23.24%,CA,Mariposa County,6043,California
6905,3571,11435,0.603847836,0.312286839,"3,334",29.16%,CA,Mendocino County,6045,California
21856,18486,42523,0.513980669,0.434729441,"3,370",7.93%,CA,Merced County,6047,California
798,2413,3359,0.237570706,0.718368562,"1,615",48.08%,CA,Modoc County,6049,California
2696,2080,5154,0.523088863,0.403570043,616,11.95%,CA,Mono County,6051,California
64733,26378,96676,0.669587074,0.272849518,"38,355",39.67%,CA,Monterey County,6053,California
26161,11946,40393,0.647661724,0.295744312,"14,215",35.19%,CA,Napa County,6055,California
16199,14686,33258,0.48707078,0.441577966,"1,513",4.55%,CA,Nevada County,6057,California
556544,472669,1092116,0.509601544,0.432801094,"83,875",7.68%,CA,Orange County,6059,California
61969,78977,150532,0.411666622,0.524652566,"17,008",11.30%,CA,Placer County,6061,California
3224,5079,8830,0.365118913,0.575198188,"1,855",21.01%,CA,Plumas County,6063,California
339145,309514,683612,0.496107441,0.452762678,"29,631",4.33%,CA,Riverside County,6065,California
273768,163024,467526,0.585567434,0.348695046,"110,744",23.69%,CA,Sacramento County,6067,California
10050,6471,17572,0.57193262,0.368256317,"3,579",20.37%,CA,San Benito County,6069,California
312517,253962,598783,0.521920295,0.424130278,"58,555",9.78%,CA,San Bernardino County,6071,California
567243,386807,1011651,0.560710166,0.382352214,"180,436",17.84%,CA,San Diego County,6073,California
312443,34493,365295,0.855316936,0.094425054,"277,950",76.09%,CA,San Francisco County,6075,California
89791,68316,166647,0.53880958,0.409944373,"21,475",12.89%,CA,San Joaquin County,6077,California
63001,52672,124575,0.505727473,0.422813566,"10,329",8.29%,CA,San Luis Obispo County,6079,California
219580,53731,287499,0.763759178,0.186891085,"165,849",57.69%,CA,San Mateo County,6081,California
100120,53740,164224,0.609655105,0.32723597,"46,380",28.24%,CA,Santa Barbara County,6083,California
483472,137452,659148,0.73348019,0.208529799,"346,020",52.50%,CA,Santa Clara County,6085,California
85185,20158,113509,0.750469126,0.177589442,"65,027",57.29%,CA,Santa Cruz County,6087,California
20471,47587,72554,0.282148469,0.655883893,"27,116",37.37%,CA,Shasta County,6089,California
601,1048,1804,0.333148559,0.580931264,447,24.78%,CA,Sierra County,6091,California
7106,11212,19836,0.358237548,0.565234926,"4,106",20.70%,CA,Siskiyou County,6093,California
97159,49595,156067,0.622546727,0.317780184,"47,564",30.48%,CA,Solano County,6095,California
116027,37421,164060,0.707222967,0.22809338,"78,606",47.91%,CA,Sonoma County,6097,California
73939,72960,156141,0.473539941,0.467269968,979,0.63%,CA,Stanislaus County,6099,California
11831,16780,30429,0.38880673,0.551447632,"4,949",16.26%,CA,Sutter County,6101,California
6571,14981,22875,0.287256831,0.654907104,"8,410",36.77%,CA,Tehama County,6103,California
1876,2409,4716,0.397794741,0.510814249,533,11.30%,CA,Trinity County,6105,California
39099,50488,94571,0.413435408,0.533863447,"11,389",12.04%,CA,Tulare County,6107,California
8580,13486,23472,0.365541922,0.574556919,"4,906",20.90%,CA,Tuolumne County,6109,California
170489,118764,307881,0.553749663,0.385746441,"51,725",16.80%,CA,Ventura County,6111,California
34460,13178,50623,0.680718251,0.260316457,"21,282",42.04%,CA,Yolo County,6113,California
7234,12313,21058,0.343527401,0.584718397,"5,079",24.12%,CA,Yuba County,6115,California
86471,73807,175125,0.493767309,0.421453248,"12,664",7.23%,CO,Adams County,8001,Colorado
3168,3031,6897,0.459330144,0.439466435,137,1.99%,CO,Alamosa County,8003,Colorado
148365,109638,281658,0.526755853,0.389259314,"38,727",13.75%,CO,Arapahoe County,8005,Colorado
2489,4234,7290,0.341426612,0.58079561,"1,745",23.94%,CO,Archuleta County,8007,Colorado
278,1716,2107,0.131941149,0.814428097,"1,438",68.25%,CO,Baca County,8009,Colorado
581,1166,1892,0.307082452,0.61627907,585,30.92%,CO,Bent County,8011,Colorado
124715,38766,176735,0.705661018,0.219345348,"85,949",48.63%,CO,Boulder County,8013,Colorado
19530,14272,37342,0.523003588,0.38219699,"5,258",14.08%,CO,Broomfield County,8014,Colorado
4773,5283,10999,0.433948541,0.480316392,510,4.64%,CO,Chaffee County,8015,Colorado
127,905,1076,0.11802974,0.841078067,778,72.30%,CO,Cheyenne County,8017,Colorado
2585,2426,5532,0.467281273,0.438539407,159,2.87%,CO,Clear Creek County,8019,Colorado
1753,1885,3970,0.441561713,0.474811083,132,3.32%,CO,Conejos County,8021,Colorado
1109,581,1820,0.609340659,0.319230769,528,29.01%,CO,Costilla County,8023,Colorado
336,1069,1511,0.222369292,0.707478491,733,48.51%,CO,Crowley County,8025,Colorado
797,2059,3064,0.260117493,0.671997389,"1,262",41.19%,CO,Custer County,8027,Colorado
4048,11584,16661,0.242962607,0.695276394,"7,536",45.23%,CO,Delta County,8029,Colorado
174611,43637,232291,0.751690767,0.187854889,"130,974",56.38%,CO,Denver County,8031,Colorado
227,936,1230,0.184552846,0.76097561,709,57.64%,CO,Dolores County,8033,Colorado
67045,100178,182918,0.366530358,0.547666167,"33,133",18.11%,CO,Douglas County,8035,Colorado
12652,8153,22611,0.559550661,0.36057671,"4,499",19.90%,CO,Eagle County,8037,Colorado
3056,11536,15689,0.194786156,0.735292243,"8,480",54.05%,CO,Elbert County,8039,Colorado
105807,176506,313273,0.337746949,0.563425511,"70,699",22.57%,CO,El Paso County,8041,Colorado
5275,15066,21880,0.241087751,0.68857404,"9,791",44.75%,CO,Fremont County,8043,Colorado
11205,13071,26328,0.425592525,0.496467639,"1,866",7.09%,CO,Garfield County,8045,Colorado
1634,1564,3574,0.457190823,0.437604924,70,1.96%,CO,Gilpin County,8047,Colorado
3319,4467,8513,0.38987431,0.524726888,"1,148",13.49%,CO,Grand County,8049,Colorado
5068,3250,9299,0.545004839,0.349499946,"1,818",19.55%,CO,Gunnison County,8051,Colorado
197,339,589,0.334465195,0.575551783,142,24.11%,CO,Hinsdale County,8053,Colorado
1631,1875,3772,0.432396607,0.497083775,244,6.47%,CO,Huerfano County,8055,Colorado
171,628,862,0.19837587,0.728538283,457,53.02%,CO,Jackson County,8057,Colorado
151885,130233,309529,0.490697156,0.420745714,"21,652",7.00%,CO,Jefferson County,8059,Colorado
91,726,853,0.106682298,0.851113716,635,74.44%,CO,Kiowa County,8061,Colorado
526,2894,3613,0.145585386,0.800996402,"2,368",65.54%,CO,Kit Carson County,8063,Colorado
1600,1264,3175,0.503937008,0.398110236,336,10.58%,CO,Lake County,8065,Colorado
15300,12471,30722,0.498014452,0.405930603,"2,829",9.21%,CO,La Plata County,8067,Colorado
92170,82624,193897,0.475355472,0.426123148,"9,546",4.92%,CO,Larimer County,8069,Colorado
2614,3656,6693,0.390557299,0.546242343,"1,042",15.57%,CO,Las Animas County,8071,Colorado
399,1873,2402,0.166111574,0.779766861,"1,474",61.37%,CO,Lincoln County,8073,Colorado
1843,7272,9702,0.189960833,0.749536178,"5,429",55.96%,CO,Logan County,8075,Colorado
20958,48129,74876,0.279902773,0.642782734,"27,171",36.29%,CO,Mesa County,8077,Colorado
237,344,652,0.363496933,0.527607362,107,16.41%,CO,Mineral County,8079,Colorado
874,5293,6510,0.134254992,0.813056836,"4,419",67.88%,CO,Moffat County,8081,Colorado
3920,7771,12706,0.308515662,0.611600819,"3,851",30.31%,CO,Montezuma County,8083,Colorado
5438,14303,21070,0.258092074,0.678832463,"8,865",42.07%,CO,Montrose County,8085,Colorado
3128,8104,11888,0.263122476,0.681695828,"4,976",41.86%,CO,Morgan County,8087,Colorado
1719,2988,5038,0.341206828,0.593092497,"1,269",25.19%,CO,Otero County,8089,Colorado
1690,1337,3287,0.514146638,0.406753879,353,10.74%,CO,Ouray County,8091,Colorado
3351,6053,10245,0.327086384,0.590824793,"2,702",26.37%,CO,Park County,8093,Colorado
436,1791,2332,0.186963979,0.768010292,"1,355",58.10%,CO,Phillips County,8095,Colorado
7239,2522,10387,0.696928853,0.242803504,"4,717",45.41%,CO,Pitkin County,8097,Colorado
